source_path,month,termination_status,objective_value,solve_time,mean_load,reinforced_busses
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,1,OPTIMAL,3854.611617945471,127.85396599769592,19844.714686657462,"B90,B38,B30,B8,B42"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,2,OPTIMAL,3827.0507934776815,301.8383870124817,21189.417399462367,"B38,B116,B8,B81,B84"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,3,OPTIMAL,3349.689870756106,99.93506598472595,19799.17959961024,"B90,B38,B26,B8,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,4,OPTIMAL,3890.628812153239,136.84026098251343,18338.755606952764,"B12,B38,B30,B8,B4"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,5,OPTIMAL,3076.049849338845,271.05485916137695,17161.71887239583,"B5,B38,B26,B8,B4"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,6,OPTIMAL,2738.3377058524584,111.77675199508667,17720.106594541125,"B90,B5,B38,B26,B30"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,7,OPTIMAL,2542.609631618488,127.91553711891174,16634.063077012026,"B90,B115,B38,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,8,OPTIMAL,3081.67337423607,371.9299111366272,17396.573196310666,"B5,B17,B38,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,9,OPTIMAL,2897.14823747031,660.4286689758301,17852.597799908825,"B115,B38,B30,B4,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,10,OPTIMAL,2880.9187669040957,92.30433297157288,18762.202048888892,"B90,B12,B30,B8,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,11,OPTIMAL,3739.0478019652487,486.52582812309265,19749.093016727005,"B17,B26,B116,B8,B15"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,12,OPTIMAL,3388.506738543947,168.3547019958496,18636.725222189867,"B115,B38,B37,B30,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,1,OPTIMAL,2325.37886995814,119.7565450668335,19844.714686657462,"B17,B38,B26,B8,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,2,OPTIMAL,2880.821203734928,87.72394299507141,21189.417399462367,"B90,B38,B37,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,3,OPTIMAL,1962.382594122807,58.733957052230835,19799.17959961024,"B38,B26,B4,B65,B70"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,4,OPTIMAL,1964.2190016318084,57.89333915710449,18338.755606952764,"B38,B26,B8,B4,B84"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,5,OPTIMAL,2446.2635956102113,79.19212889671326,17161.71887239583,"B38,B26,B30,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,6,OPTIMAL,2102.8596419053592,352.70909810066223,17720.106594541125,"B90,B38,B37,B116,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,7,OPTIMAL,2221.392799932918,321.68339681625366,16634.063077012026,"B12,B3,B38,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,8,OPTIMAL,2219.264002500092,144.50597715377808,17396.573196310666,"B115,B38,B8,B4,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,9,OPTIMAL,1880.2737428055816,77.40544104576111,17852.597799908825,"B38,B26,B48,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,10,OPTIMAL,1995.4170806970963,143.9678258895874,18762.202048888892,"B90,B26,B8,B65,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,11,OPTIMAL,1759.7444831287687,127.48098707199097,19749.093016727005,"B90,B68,B8,B81,B84"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,12,OPTIMAL,2453.038888760447,310.26336193084717,18636.725222189867,"B5,B115,B38,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,1,OPTIMAL,2213.408218148804,71.95427203178406,19844.714686657462,"B115,B38,B26,B8,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,2,OPTIMAL,2071.7366833268643,80.7959680557251,21189.417399462367,"B90,B25,B26,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,3,OPTIMAL,2187.3866139704605,76.65175199508667,19799.17959961024,"B115,B38,B26,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,4,OPTIMAL,2579.2826919010604,266.788183927536,18338.755606952764,"B90,B115,B8,B104,B19"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,5,OPTIMAL,2115.743125949626,165.1718189716339,17161.71887239583,"B115,B38,B26,B30,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,6,OPTIMAL,1990.2474672276908,399.49756479263306,17720.106594541125,"B115,B38,B26,B4,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,7,OPTIMAL,2348.800062744457,201.195209980011,16634.063077012026,"B105,B26,B30,B8,B4"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,8,OPTIMAL,2103.8921669388337,120.9910798072815,17396.573196310666,"B115,B26,B8,B4,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,9,OPTIMAL,1789.3385752240079,68.07961797714233,17852.597799908825,"B90,B105,B8,B4,B24"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,10,OPTIMAL,2273.898779053894,117.64220094680786,18762.202048888892,"B90,B115,B38,B26,B70"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,11,OPTIMAL,1679.7106280315888,93.07286596298218,19749.093016727005,"B90,B38,B26,B8,B71"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023B.xlsx,12,OPTIMAL,2039.6437098428826,109.6489930152893,18636.725222189867,"B26,B8,B4,B65,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023C.xlsx,1,OPTIMAL,1674.3932053938324,72.84721207618713,19844.714686657462,"B38,B26,B8,B70,B35"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023C.xlsx,2,OPTIMAL,2603.3418202313537,79.52353811264038,21189.417399462367,"B105,B38,B8,B24,B84"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023C.xlsx,3,OPTIMAL,2216.0705317590537,83.79991888999939,19799.17959961024,"B90,B105,B38,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023C.xlsx,4,OPTIMAL,1742.9165257776303,57.40097904205322,18338.755606952764,"B38,B26,B8,B65,B24"
