source_path,month,termination_status,objective_value,solve_time,mean_load,reinforced_busses
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,1,OPTIMAL,3901.5015018113454,788.9210979938507,19844.714686657462,"B90,B38,B30,B8,B42"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,2,OPTIMAL,3738.276954436339,155.6845259666443,21189.417399462363,"B12,B105,B17,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,3,OPTIMAL,2884.246046799758,198.1817970275879,19799.17959961024,"B90,B38,B26,B8,B65"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,4,OPTIMAL,3590.9249413912976,552.3916521072388,18338.755606952764,"B38,B26,B8,B4,B104"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,5,OPTIMAL,3308.5171056904255,291.595990896225,17161.71887239583,"B5,B38,B26,B8,B4"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,6,OPTIMAL,3307.634206341795,523.0444619655609,17720.106594541125,"B38,B26,B8,B4,B70"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,7,OPTIMAL,3393.560416832346,344.4980869293213,16634.063077012026,"B3,B9,B37,B26,B8"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,8,OPTIMAL,3392.938686867044,1084.703588962555,17396.57319631067,"B90,B38,B26,B8,B4"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,9,OPTIMAL,3680.3035630733216,1213.2396929264069,17852.597799908828,"B115,B30,B8,B33,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,10,OPTIMAL,3032.1372595900893,213.58619213104248,18762.20204888889,"B90,B116,B8,B4,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,11,OPTIMAL,3806.102738783425,492.1231949329376,19749.093016727005,"B38,B37,B26,B8,B41"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,12,OPTIMAL,2860.582384979658,439.296382188797,18636.72522218987,"B38,B26,B8,B40,B24"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,1,OPTIMAL,2290.0108210896965,155.19892501831055,19844.714686657462,"B38,B8,B4,B24,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,2,OPTIMAL,2552.367610995965,266.44259119033813,21189.417399462363,"B5,B116,B8,B4,B70"
