source_path,month,termination_status,objective_value,solve_time,mean_load,reinforced_busses
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,1,OPTIMAL,694.119220576204,23.464173078536987,19844.71468665746,"B90,B64,B38,B26,B30,B116,B48,B65,B70,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,2,OPTIMAL,1190.3759303573206,27.60326099395752,21189.417399462367,"B64,B17,B38,B26,B116,B8,B65,B81,B84,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,3,OPTIMAL,1494.5922053182971,32.94059705734253,19799.17959961024,"B105,B38,B68,B26,B8,B65,B72,B53,B24,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,4,OPTIMAL,1183.735862220125,28.412106037139893,18338.755606952764,"B105,B63,B68,B26,B8,B65,B70,B35,B42,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,5,OPTIMAL,1352.1259267582861,26.676215887069702,17161.71887239583,"B90,B105,B17,B38,B26,B55,B8,B65,B70,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,6,OPTIMAL,1259.4190293877116,36.631723165512085,17720.10659454113,"B90,B5,B105,B38,B68,B26,B116,B70,B81,B84"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,7,OPTIMAL,1319.2271660481383,45.00676608085632,16634.063077012026,"B38,B39,B26,B116,B48,B8,B65,B70,B42,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,8,OPTIMAL,514.7745811467491,15.006119966506958,17396.57319631067,"B90,B105,B63,B68,B26,B55,B116,B65,B72,B42"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,9,OPTIMAL,1475.294776754777,43.14573812484741,17852.59779990883,"B63,B115,B26,B30,B55,B116,B8,B65,B35,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,10,OPTIMAL,1360.915051156358,25.801172971725464,18762.202048888892,"B90,B105,B38,B68,B26,B116,B8,B4,B65,B81"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,11,OPTIMAL,1509.621154618686,39.848037004470825,19749.093016727005,"B12,B38,B116,B48,B8,B65,B81,B42,B71,B51"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2013.xlsx,12,OPTIMAL,1012.8645162987989,28.093176126480103,18636.725222189867,"B63,B3,B68,B26,B116,B48,B65,B81,B84,B42"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,1,OPTIMAL,942.6582832335184,25.39134693145752,19844.71468665746,"B115,B38,B68,B26,B116,B48,B8,B65,B70,B35"
/home/moritz/dev/uni/amo-team-project/data/Scenario_2023A.xlsx,2,OPTIMAL,668.2269042963183,2.493067979812622,21189.417399462367,"B68,B39,B26,B116,B8,B65,B70,B35,B24,B84"
